ClusterID: #452C6D
#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,2,#,0,0.7724425887265136,4,0.1,12091
#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.6502659574468085,3,0.1,13619
#,#,#,0,#,2,#,#,#,#,#,#,#,0,#,#,#,0,1,#,0,0.8064516129032258,1,0.25,16291
#,#,#,0,#,2,#,#,#,#,#,#,#,0,#,#,#,#,#,#,0,0.5309734513274337,1,0.15,17891
0,#,#,0,#,0,#,#,#,2,#,#,#,0,#,#,#,#,0,#,0,0.8734177215189873,1,0.3,16909
#,#,#,0,#,2,#,#,#,0,#,#,#,#,#,#,#,#,0,#,0,0.8888888888888888,1,0.2,19491
#,#,#,0,2,0,#,#,#,#,#,#,#,#,#,#,#,#,1,#,0,0.75,1,0.2,19847
#,#,#,0,#,2,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.7827298050139275,2,0.15,11491
#,#,#,1,#,0,#,1,#,#,#,#,#,#,#,#,#,#,1,#,0,0.4,2,0.2,19180
0,#,#,0,#,#,#,#,#,#,#,#,#,#,#,1,#,0,#,#,0,0.5724043715846995,1,0.2,14146
#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,0.4888535031847134,1,0.05,15396
#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,#,1,0.49369217830109335,1,0.1,15517
#,#,0,0,#,#,#,#,#,#,#,#,#,1,#,#,#,1,1,0,1,0.7948717948717948,1,0.3,12631
#,#,0,1,#,#,#,#,#,#,#,#,#,1,#,#,#,1,0,#,1,0.2857142857142857,1,0.25,19127
#,#,#,0,#,#,#,#,#,#,#,1,#,#,#,#,#,#,1,#,0,0.6758893280632411,1,0.15,16292
#,#,#,2,#,#,#,#,#,#,#,#,#,#,#,0,#,#,1,#,1,0.9781818181818182,1,0.15,16279
#,#,#,2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,1,0.9687312086590499,5,0.1,11608
#,#,#,1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,0,0.6290322580645161,1,0.1,19134
Rule Specificity Sums
M0P0,N3,N5,N17,N13,N7,N15,N9,N2,N0,M1P0,N11,N4,N16,N14,N12,N10,N8,N6,N1
17.0,16.0,12.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rule Accuracy Weighted Specificity Sums
M0P0,N3,N5,N13,N17,N7,N9,N15,N0,N2,M1P0,N4,N11,N16,N14,N12,N10,N8,N6,N1
12.340393922259043,10.919832226277675,8.53894668003177,3.2914288663357274,2.9531342433750987,1.867036566100258,1.7623066104078762,1.5505861897665176,1.4458220931036867,1.0805860805860805,0.7948717948717948,0.75,0.6758893280632411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.7177676899334781,14681.027777777777,0.14583333333333337

ClusterID: #EFA37A
N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class,Accuracy,Numerosity,Specificity,Init Timestamp
#,#,#,#,#,#,#,#,#,0,#,#,0,#,#,#,#,#,#,#,0,0.48792270531400966,1,0.1,19169
#,#,#,#,#,#,#,#,#,2,#,#,0,#,#,#,#,#,0,2,1,1.0,1,0.2,19372
#,#,#,#,#,#,#,#,#,0,#,#,0,#,#,#,#,#,#,0,1,0.7924528301886793,1,0.15,19781
#,#,#,#,#,#,#,#,#,1,#,#,0,#,#,#,#,#,#,0,0,0.8018995929443691,1,0.15,17386
#,#,#,#,#,#,#,#,#,2,#,#,0,#,#,#,#,#,#,1,1,0.0,1,0.15,19710
#,#,#,#,#,#,#,0,#,0,#,#,0,0,#,1,#,#,0,0,0,0.6666666666666666,1,0.35,18569
#,#,#,#,#,#,#,0,#,#,#,#,0,#,#,0,#,#,2,0,0,0.5769230769230769,1,0.25,17718
#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,0,#,#,0,0,0,0.5909090909090909,1,0.2,19612
#,#,#,#,#,#,#,1,#,#,#,#,0,#,#,#,#,#,#,0,0,0.8172323759791122,1,0.15,15505
#,#,#,#,1,#,#,0,#,#,#,#,0,#,#,#,#,#,#,0,0,0.7904761904761904,1,0.2,15799
#,#,#,#,#,#,#,#,0,#,#,#,0,#,#,#,#,#,#,0,1,0.7438752783964365,2,0.15,13123
#,#,#,#,#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,0,0,0.8135345666991236,2,0.1,13840
Rule Specificity Sums
N12,M1P0,N9,M0P0,N7,N15,N13,N8,N4,N17,N16,N14,N11,N10,N6,N5,N3,N2,N1,N0
12.0,11.0,6.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rule Accuracy Weighted Specificity Sums
N12,M1P0,N9,N7,M0P0,N15,N4,N8,N13,N17,N16,N14,N11,N10,N6,N5,N3,N2,N1,N0
8.081892374496755,7.593969669182746,3.748941795113724,2.8512983100450464,2.8344988344988344,1.8344988344988344,0.7904761904761904,0.7438752783964365,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.6885215871137368,16896.214285714286,0.17142857142857143

ClusterID: #8B2E1D
N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class,Accuracy,Numerosity,Specificity,Init Timestamp
#,#,#,#,#,#,#,#,#,#,#,#,#,2,#,#,#,#,2,#,1,1.0,3,0.1,4610
#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,#,#,1,#,0,0.72,2,0.15,12947
#,#,#,#,#,#,#,0,#,#,#,1,0,1,#,0,#,#,0,#,0,0.7272727272727273,1,0.3,16264
#,#,0,#,#,#,#,#,#,#,#,#,1,0,#,0,#,#,1,#,0,0.8421052631578947,1,0.25,19062
0,#,#,#,#,#,#,#,#,0,#,#,0,1,0,0,#,#,1,#,0,0.6,1,0.35,17371
#,#,#,#,#,#,#,#,#,0,#,#,0,0,1,0,#,0,0,#,0,0.6666666666666666,1,0.35,18863
#,#,#,#,#,#,#,#,#,#,1,#,0,0,0,#,#,#,#,#,0,0.5394456289978679,1,0.2,14711
#,#,#,#,#,#,#,#,#,#,#,#,2,0,#,#,#,#,#,#,1,0.5086206896551724,1,0.1,16207
#,#,#,#,#,#,#,#,#,#,#,#,0,1,0,#,#,#,0,#,0,0.7649484536082474,2,0.2,13705
#,#,#,#,#,#,#,#,#,#,#,#,0,1,#,#,#,#,0,#,0,0.7222222222222222,2,0.15,18813
#,#,#,#,0,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,1,0.5210420841683366,1,0.1,19114
#,#,#,#,2,#,#,#,#,#,#,#,0,#,#,#,#,0,0,#,1,0.9891304347826086,1,0.2,18908
#,#,#,#,2,#,#,#,#,#,#,#,0,#,#,#,#,#,0,#,1,0.9693251533742331,3,0.15,19079
#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,#,#,#,0,#,0,0.7244444444444444,2,0.15,17210
#,#,1,#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,0,#,0,0.6438992042440318,1,0.15,10613
#,#,#,#,#,#,#,#,#,#,#,#,2,#,#,#,#,#,0,#,1,0.9543639475185397,4,0.1,13121
#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,0,#,0,0.7014624306606152,2,0.1,15390
#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0,0,#,0,#,0,0.7368421052631579,2,0.25,19464
#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,0,0,#,0,#,0,0.7333333333333333,1,0.2,19743
#,#,#,#,#,#,1,#,#,#,#,#,0,#,#,1,#,#,0,#,0,0.6304347826086957,1,0.2,16244
#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,0,#,#,0,#,0,0.774468085106383,2,0.15,19028
Rule Specificity Sums
N12,M0P0,N13,N15,N14,N4,N17,N16,N9,N2,N11,N10,N7,N6,N0,M1P0,N8,N5,N3,N1
19.0,18.0,10.0,9.0,6.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Rule Accuracy Weighted Specificity Sums
M0P0,N12,N13,N15,N14,N4,N17,N2,N16,N9,N11,N7,N6,N0,N10,M1P0,N8,N5,N3,N1
13.9009192542638,13.750027657085177,7.091281651580799,6.431122963408858,4.032347298980384,2.479497672325178,1.6557971014492754,1.4860044674019264,1.4701754385964911,1.2666666666666666,0.7272727272727273,0.7272727272727273,0.6304347826086957,0.6,0.5394456289978679,0.0,0.0,0.0,0.0,0.0
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.783318787076981,15536.142857142857,0.16714285714285718

ClusterID: #5C7D6F
N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class,Accuracy,Numerosity,Specificity,Init Timestamp
#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,0,#,#,1,#,0,0.7053571428571429,2,0.15,15997
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2,#,#,1,#,1,0.9528619528619529,2,0.1,17046
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,0,#,0,0.7142857142857143,4,0.1,18143
#,#,0,0,#,#,#,#,1,#,#,#,#,#,#,0,0,#,0,#,0,0.8536585365853658,2,0.3,19293
#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,0,#,0,0.7054263565891473,1,0.15,18082
#,#,1,#,#,#,#,#,0,#,#,#,#,#,#,1,#,#,0,#,0,0.5555555555555556,1,0.2,19776
0,#,#,0,#,#,#,#,#,#,0,#,#,0,#,2,#,#,0,#,0,1.0,1,0.3,19149
0,#,0,#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,0,#,0,0.7268518518518519,2,0.2,10343
1,#,1,#,#,#,#,#,#,0,#,#,#,#,#,0,#,#,0,#,0,0.7727272727272727,1,0.25,16952
0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,#,0,0.5167693360711841,1,0.1,16969
0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,#,0,#,0,0.5747126436781609,1,0.15,17262
0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,0,#,0,0.7884615384615384,2,0.15,19103
#,#,0,#,#,#,2,#,2,#,#,#,#,#,#,1,0,0,#,0,1,0.9285714285714286,1,0.35,19427
#,#,0,#,#,#,#,#,1,#,#,#,#,#,#,0,#,0,#,#,1,0.6298342541436464,1,0.2,16479
#,#,0,#,#,#,1,#,0,#,#,#,#,#,#,0,#,0,#,#,1,0.5471698113207547,1,0.25,17620
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,0,#,#,1,1,1,0.6578947368421053,1,0.2,17431
#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,0,#,#,#,0,1,0.7570977917981072,1,0.15,18676
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,#,#,#,0,0.5043859649122807,1,0.05,16465
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,1,1,0.7377666248431619,1,0.1,16371
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,0,1,0.7170596393897365,3,0.1,17724
Rule Specificity Sums
N15,M0P0,N8,N2,N0,M1P0,N17,N16,N6,N3,N13,N10,N9,N14,N12,N11,N7,N5,N4,N1
20.0,12.0,8.0,8.0,6.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rule Accuracy Weighted Specificity Sums
N15,M0P0,N2,N8,N0,M1P0,N17,N3,N16,N6,N13,N10,N9,N14,N12,N11,N7,N5,N4,N1
14.346448153346108,9.00779330229581,5.719795067345023,5.635139257674107,4.3795226427900085,3.7983902214445395,2.1055754940358296,1.8536585365853657,1.7822299651567945,1.4757412398921832,1.0,1.0,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.7316871865866857,17332.233333333334,0.165

ClusterID: #750D2C
N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class,Accuracy,Numerosity,Specificity,Init Timestamp
#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,0,0.49238578680203043,1,0.05,18101
#,#,#,#,#,2,#,#,#,0,#,#,#,#,#,#,#,#,#,0,0,0.8661417322834646,1,0.15,13092
#,#,#,#,#,#,#,#,#,2,#,#,#,#,#,#,#,#,#,0,0,0.8243243243243243,1,0.1,15909
#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,#,0,1,0.7236598890942699,2,0.1,17750
0,#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,#,#,0,1,0.803030303030303,1,0.15,14593
2,#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,#,0,0,0,1.0,2,0.2,16240
2,#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,0,2,1,1.0,1,0.2,19742
#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,0,0,0,0,0.4305555555555556,1,0.2,19464
#,#,#,#,#,#,#,#,#,0,1,#,#,#,#,#,#,#,0,0,0,1.0,2,0.2,7677
#,#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,#,1,1,0,1.0,3,0.15,18730
#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,1,0,0,1.0,4,0.15,14889
#,#,#,#,#,#,#,#,#,2,#,#,#,#,#,#,#,#,0,0,0,1.0,6,0.15,17677
#,#,#,#,#,#,#,#,#,1,1,#,#,#,0,0,#,#,#,0,0,0.9069767441860465,1,0.25,18686
#,#,#,#,#,#,#,#,#,0,#,#,#,#,0,#,#,#,#,0,1,0.6946564885496184,1,0.15,14183
#,#,#,#,#,#,#,#,#,1,#,#,#,#,0,#,#,#,#,#,1,0.5064655172413793,1,0.1,16982
0,#,#,#,#,#,#,#,#,0,#,#,#,#,0,0,0,#,0,0,0,0.75,1,0.35,19182
0,#,#,#,#,#,#,#,#,0,#,#,#,#,0,0,#,#,0,#,0,0.7785145888594165,1,0.25,13773
2,#,#,#,#,#,#,#,#,0,#,#,#,#,0,#,#,#,0,#,1,0.918918918918919,1,0.2,19070
0,#,#,#,#,#,#,#,#,0,#,#,#,1,0,#,#,#,#,#,1,0.5086455331412104,1,0.2,16032
0,#,#,#,#,#,#,#,0,1,#,#,#,#,0,#,#,#,#,0,1,0.8235294117647058,1,0.25,19883
Rule Specificity Sums
N9,M1P0,M0P0,N14,N0,N15,N10,N17,N16,N13,N8,N5,N12,N11,N7,N6,N4,N3,N2,N1
20.0,15.0,10.0,8.0,8.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rule Accuracy Weighted Specificity Sums
N9,M1P0,M0P0,N0,N14,N15,N10,N5,N8,N16,N13,N17,N12,N11,N7,N6,N4,N3,N2,N1
16.027804793751244,12.822874448788289,8.87798906333389,6.582638755714555,5.887707202661296,2.435491333045463,1.9069767441860463,0.8661417322834646,0.8235294117647058,0.75,0.5086455331412104,0.4305555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.8712565055407732,16479.81818181818,0.16818181818181818

ClusterID: #1FCE38
N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class,Accuracy,Numerosity,Specificity,Init Timestamp
#,#,#,#,#,#,#,#,#,1,#,0,#,#,#,#,#,#,0,1,0,1.0,1,0.2,9719
#,#,#,#,#,#,#,#,#,2,#,0,#,#,#,#,#,#,0,#,1,0.9594594594594594,1,0.15,18926
#,#,#,#,#,#,#,#,2,0,#,0,#,#,#,#,#,0,0,#,1,0.9428571428571428,1,0.25,17519
2,#,#,#,#,#,#,#,0,0,#,0,#,#,#,#,#,#,0,#,1,0.9666666666666667,1,0.25,17326
#,#,#,#,#,#,#,#,0,0,#,1,#,#,#,#,#,#,0,#,0,0.6640625,1,0.2,19091
#,#,#,#,#,#,2,#,#,2,#,0,#,#,#,#,#,#,0,#,1,0.9433962264150944,1,0.2,15418
#,#,#,#,#,#,1,#,#,1,#,#,#,#,#,0,#,#,0,#,0,0.8048780487804879,2,0.2,13455
#,#,#,#,#,#,2,#,#,2,#,#,#,#,#,#,#,#,0,#,1,0.9675324675324676,2,0.15,15905
#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,#,#,#,0,#,0,0.7207207207207207,4,0.1,19149
#,#,#,#,#,#,#,#,#,2,#,#,#,#,#,#,#,#,2,#,1,1.0,1,0.1,18764
#,#,#,#,#,#,#,#,#,2,#,#,#,#,#,#,#,#,0,#,1,0.95,2,0.1,12110
#,#,#,#,#,#,#,#,#,1,#,#,#,#,#,#,#,#,1,#,0,0.6696428571428571,2,0.1,17406
#,#,#,#,#,#,#,#,#,2,#,#,#,#,#,0,#,#,1,#,1,0.9494949494949495,1,0.15,16358
#,#,#,#,#,#,#,#,#,0,#,#,#,#,#,0,#,#,0,#,0,0.7577319587628866,1,0.15,19182
#,#,0,#,#,#,#,#,#,0,0,#,#,0,0,1,#,#,0,#,0,0.8275862068965517,1,0.35,18735
#,#,0,#,#,#,#,#,#,0,1,#,#,#,#,#,#,#,0,#,0,0.7350993377483444,1,0.2,18416
#,#,0,#,#,#,#,#,#,0,0,#,#,1,#,#,#,#,0,#,0,0.6835443037974683,1,0.25,18754
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,1,0.4,1,0.05,19469
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2,#,1,0.95517405817835,9,0.05,4848
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,0,0.6282301845819761,7,0.05,960
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.696355165798849,6,0.05,4835
#,#,0,#,0,#,#,#,#,#,#,1,#,#,#,#,#,#,1,#,0,0.648,1,0.2,17862
#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.6947368421052632,4,0.1,19174
#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,0,0.7095070422535211,1,0.1,15180
#,#,1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.6387195121951219,2,0.1,16244
Rule Specificity Sums
M0P0,N9,N11,N2,N15,N10,N8,N6,N13,M1P0,N17,N14,N4,N0,N16,N12,N7,N5,N3,N1
25.0,17.0,7.0,7.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rule Accuracy Weighted Specificity Sums
M0P0,N9,N11,N2,N15,N6,N8,N10,N13,M1P0,N0,N17,N14,N4,N16,N12,N7,N5,N3,N1
19.91339565138818,14.5426728462751,6.124441995398364,4.937193244996271,3.3396911639348756,2.71580674272805,2.5735863095238094,2.2462298484423644,1.51113051069402,1.0,0.9666666666666667,0.9428571428571428,0.8275862068965517,0.648,0.0,0.0,0.0,0.0,0.0,0.0
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.7833289204987267,11702.054545454546,0.10909090909090911

ClusterID: #5BF4F1
N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class,Accuracy,Numerosity,Specificity,Init Timestamp
#,0,0,#,#,#,#,#,#,#,#,0,#,#,0,0,#,#,1,#,0,0.8591549295774648,1,0.3,16123
#,0,#,#,#,#,#,#,#,#,#,#,#,#,0,0,#,#,0,#,0,0.8131868131868132,2,0.2,18382
#,0,#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,0,#,0,0.875,2,0.15,19511
#,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,#,#,#,#,1,0.49381443298969074,2,0.05,17377
#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,0,#,#,0,#,0,0.75,3,0.15,17968
#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,#,#,0,#,0,0.7270029673590505,1,0.1,18760
#,#,1,0,#,#,#,#,#,#,#,#,#,#,1,#,#,#,0,#,0,0.53125,1,0.2,16928
0,#,0,0,#,#,#,0,0,#,#,#,#,#,0,#,#,#,1,#,0,0.7142857142857143,1,0.35,19782
0,0,0,#,#,#,#,#,#,#,#,#,#,#,0,0,#,#,0,#,0,0.8861788617886179,2,0.3,16899
0,#,0,#,#,#,#,#,#,#,#,#,#,#,0,0,#,#,0,#,0,0.7142857142857143,1,0.25,19908
#,#,0,#,#,#,#,#,#,#,#,#,#,#,0,0,#,#,0,#,0,0.7535410764872521,1,0.2,14359
#,#,0,#,#,#,#,0,#,#,#,#,#,#,0,0,#,#,0,#,0,0.776595744680851,1,0.25,18382
#,#,#,#,#,#,1,#,#,0,#,#,#,#,#,0,#,#,#,#,0,0.5895953757225434,1,0.15,14480
#,#,#,#,#,#,#,#,1,0,#,#,#,#,#,1,#,#,#,#,0,0.56,1,0.15,17605
1,#,#,#,0,0,0,#,#,0,#,#,#,#,#,1,#,#,0,#,0,1.0,1,0.35,19502
0,#,#,#,#,0,2,#,#,1,#,#,#,#,#,0,#,#,0,0,0,1.0,1,0.35,19225
#,#,#,#,#,0,0,#,#,2,#,#,#,#,1,0,#,#,0,0,0,1.0,1,0.35,19651
#,#,#,#,#,0,0,#,#,2,#,#,#,#,#,1,#,#,0,0,0,1.0,1,0.3,19856
#,#,#,#,#,#,0,#,#,#,#,1,#,#,0,#,#,#,0,#,0,0.6854838709677419,1,0.2,17321
#,#,#,#,#,#,2,#,#,#,#,#,#,#,0,#,#,#,2,#,1,0.9787234042553191,3,0.15,18260
#,#,#,#,#,#,2,#,#,2,#,#,#,#,0,#,#,#,0,#,1,0.9722222222222222,1,0.2,18271
#,#,#,#,#,#,2,#,#,2,#,#,#,#,0,0,#,#,0,#,1,0.9444444444444444,1,0.25,18511
#,#,#,#,#,#,0,#,#,#,#,#,#,#,0,0,#,#,1,#,0,0.7391304347826086,1,0.2,19086
#,#,#,#,#,0,#,#,#,#,#,#,#,#,0,2,#,#,#,#,0,0.6363636363636364,1,0.15,18971
#,#,#,#,#,2,#,#,#,#,#,#,#,#,2,#,#,#,#,#,0,0.5,1,0.1,19288
#,#,#,#,#,0,0,#,#,#,#,#,#,#,#,1,#,#,2,#,0,0.9629629629629629,1,0.2,16656
#,#,#,#,#,0,0,#,#,#,#,#,#,#,0,2,#,#,1,#,0,1.0,1,0.25,18051
#,#,#,#,#,0,#,#,#,#,#,#,#,#,0,0,#,#,2,#,0,0.9545454545454546,1,0.2,18862
Rule Specificity Sums
M0P0,N14,N15,N6,N5,N9,N2,N0,N1,M1P0,N11,N8,N7,N3,N4,N17,N16,N13,N12,N10
23.0,22.0,19.0,12.0,9.0,8.0,7.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Rule Accuracy Weighted Specificity Sums
M0P0,N14,N15,N6,N5,N9,N2,N0,N1,M1P0,N11,N7,N8,N3,N4,N17,N16,N13,N12,N10
19.63799461583223,17.305209722222592,15.939985448828367,10.872562715357844,8.053872053872054,7.06626204238921,5.235292041105614,4.314750290360047,3.433520604552896,3.0,1.5446388005452065,1.4908814589665653,1.2742857142857145,1.2455357142857144,1.0,0.0,0.0,0.0,0.0,0.0
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.8039831938162183,18127.777777777777,0.2041666666666667

ClusterID: #5638DA
N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,M0P0,M1P0,Class,Accuracy,Numerosity,Specificity,Init Timestamp
#,#,1,#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.6765327695560254,1,0.15,13690
1,#,0,#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.6911764705882353,2,0.2,18789
1,#,#,#,#,0,0,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.6666666666666666,1,0.2,19362
1,#,0,#,#,0,0,#,#,#,0,#,#,#,#,#,#,#,1,#,0,0.8181818181818182,1,0.3,16365
1,#,0,#,#,0,0,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.8111888111888111,1,0.25,15100
1,#,0,#,#,0,0,#,#,#,#,#,#,#,#,#,#,#,0,0,0,0.5405405405405406,1,0.3,17275
#,#,#,#,1,0,0,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.5454545454545454,1,0.2,19565
#,#,1,0,1,0,0,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.0,1,0.3,19399
1,#,0,#,0,0,0,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.8407079646017699,1,0.3,12999
#,#,1,#,0,0,0,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.75,2,0.25,19153
#,#,0,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,0.5160587915078934,1,0.1,14599
#,#,0,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.7096774193548387,1,0.15,18647
#,#,1,#,0,0,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.5882352941176471,1,0.2,19565
#,#,2,#,0,#,#,0,#,#,0,#,#,#,#,#,#,0,1,0,0,1.0,1,0.35,10513
#,#,2,#,0,#,#,1,#,#,#,#,#,#,#,#,#,#,0,0,0,1.0,1,0.25,15088
#,#,0,#,1,#,#,0,#,#,#,#,#,#,#,#,#,#,0,#,0,0.625,1,0.2,19822
#,#,1,#,0,#,#,#,#,#,#,#,#,#,1,#,#,1,#,#,1,0.5076923076923077,1,0.2,18181
#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,0.4831275720164609,1,0.05,18053
#,#,0,#,1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,0.4816053511705686,1,0.1,18065
0,#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0,0.49568221070811747,1,0.1,15741
0,#,#,#,0,#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,1,0.518979057591623,1,0.15,16250
#,#,#,#,0,#,#,#,2,#,#,#,#,#,#,#,#,#,0,#,1,0.978125,2,0.15,17616
0,#,#,#,2,#,#,#,0,#,#,#,#,#,#,#,#,#,0,#,1,0.9783549783549783,2,0.2,16104
2,#,#,#,0,0,#,#,0,#,#,#,#,#,#,#,#,#,0,#,1,0.9862068965517241,2,0.25,17514
2,#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,1,0.9705882352941176,1,0.15,19793
1,#,0,#,0,#,0,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.7727272727272727,1,0.25,17799
1,#,0,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,0,0.664804469273743,1,0.2,18184
#,#,#,#,1,#,#,#,#,#,#,#,#,#,#,0,#,#,1,#,0,0.5911111111111111,1,0.15,16591
#,#,#,#,0,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,0,0.7142857142857143,1,0.1,19021
#,#,#,#,2,#,#,#,#,#,#,#,#,#,#,#,#,#,0,#,1,0.9718242597898759,5,0.1,8016
