A0,A1,A2,R3,R4,R5,R6,R7,R8,R9,R10,Class,Instance,Group
0,0,1,0,0,0,0,0,1,0,1,0,994,1
0,1,0,1,1,0,1,1,0,0,1,0,995,2
0,0,0,1,1,0,0,0,0,0,0,1,996,0
1,1,0,1,1,1,1,1,0,0,0,0,997,6
1,0,0,0,0,0,0,0,0,1,0,0,998,4
1,0,0,0,0,0,0,1,1,1,0,1,999,4
1,1,1,0,0,0,0,0,0,0,1,1,1000,7
0,1,1,0,0,0,1,1,1,0,0,1,1001,3
1,1,0,0,0,1,0,1,0,0,1,0,1002,6
1,0,1,1,1,0,0,1,1,0,1,1,1003,5
1,1,1,1,1,1,1,1,1,1,1,1,1004,7
1,1,1,1,1,1,1,1,0,0,0,0,1005,7
1,0,0,0,1,0,0,1,0,0,1,1,1006,4
0,0,1,1,1,1,0,0,1,0,1,1,1007,1
1,0,1,0,1,1,0,0,0,1,0,0,1008,5
0,1,1,1,0,1,1,0,1,1,1,1,1009,3
0,0,1,0,1,0,0,1,0,0,1,1,1010,1
1,1,0,1,0,1,1,0,1,0,0,0,1011,6
1,1,0,0,0,0,1,0,0,0,0,0,1012,6
0,0,0,0,1,0,0,0,1,1,1,0,1013,0
1,0,0,1,0,0,0,0,1,0,1,0,1014,4
1,0,1,1,1,1,1,0,1,0,0,1,1015,5
0,1,1,1,0,1,1,0,0,1,0,1,1016,3
0,1,0,1,0,1,1,1,0,1,0,1,1017,2
0,0,0,1,0,1,1,0,1,1,0,1,1018,0
0,0,0,1,0,1,0,0,0,0,1,1,1019,0
1,0,1,0,0,1,0,1,0,1,1,0,1020,5
0,1,1,0,1,1,1,1,0,0,0,1,1021,3
1,0,1,1,0,1,0,0,0,1,1,0,1022,5
1,1,1,0,0,1,1,0,1,0,0,0,1023,7
1,0,0,0,1,0,0,0,0,1,0,0,1024,4
1,0,0,1,0,1,0,0,1,0,1,0,1025,4
0,1,0,1,1,0,1,1,0,1,1,0,1026,2
1,1,0,1,1,1,1,0,1,0,1,0,1027,6
1,1,0,0,0,1,1,0,1,1,0,1,1028,6
1,1,0,1,0,1,0,1,0,0,0,0,1029,6
1,1,1,0,1,0,1,0,1,0,0,0,1030,7
1,0,1,0,1,1,0,1,1,0,1,1,1031,5
1,0,0,1,0,1,1,1,0,1,0,1,1032,4
0,1,1,1,0,1,1,0,0,1,1,1,1033,3
0,1,1,0,0,1,1,0,0,0,1,1,1034,3
0,1,0,0,0,0,0,0,1,1,0,0,1035,2
0,0,1,0,0,0,1,0,1,0,0,0,1036,1
1,0,1,1,1,1,1,1,0,1,1,0,1037,5
0,1,0,1,0,1,1,0,1,1,0,1,1038,2
1,0,0,1,0,1,1,0,1,0,0,0,1039,4
0,0,0,1,0,1,1,1,1,1,0,1,1040,0
1,0,1,1,1,1,1,1,0,0,1,0,1041,5
1,0,1,1,0,1,1,0,0,1,1,0,1042,5
1,0,0,1,0,1,1,0,0,0,1,0,1043,4
1,1,1,0,0,0,0,0,1,0,0,0,1044,7
1,0,1,1,1,1,1,1,1,0,1,1,1045,5
1,0,0,0,1,0,0,0,1,1,1,0,1046,4
1,1,0,0,1,0,1,0,1,0,0,0,1047,6
0,1,0,1,1,0,0,1,1,1,1,0,1048,2
1,0,0,0,1,0,1,0,1,1,0,0,1049,4
0,1,1,0,0,0,1,0,0,1,0,1,1050,3
0,0,1,1,1,1,1,0,1,0,1,1,1051,1
1,1,0,1,0,0,1,1,1,1,0,1,1052,6
1,1,0,1,1,1,1,0,1,0,0,0,1053,6
0,0,1,1,1,0,0,1,1,1,1,1,1054,1
1,1,1,0,1,0,0,0,1,0,0,0,1055,7
0,0,1,0,1,1,0,0,0,1,0,1,1056,1
1,1,1,1,0,1,0,0,1,1,0,0,1057,7
1,1,1,1,0,1,0,0,1,0,0,0,1058,7
0,0,0,0,1,1,1,1,0,1,0,0,1059,0
0,1,1,0,1,0,1,1,0,1,0,1,1060,3
0,0,0,0,0,1,1,0,0,0,1,0,1061,0
0,1,0,0,1,0,0,1,0,1,0,0,1062,2
0,0,1,1,0,0,1,1,1,0,0,0,1063,1
1,1,0,0,1,1,0,1,0,0,1,0,1064,6
1,0,1,0,0,1,0,1,1,1,0,1,1065,5
0,1,1,0,0,1,1,1,1,0,0,1,1066,3
1,1,1,0,0,1,0,0,1,0,0,0,1067,7
0,1,0,1,0,0,0,1,1,0,1,0,1068,2
1,0,0,1,1,1,0,0,0,1,0,0,1069,4
0,1,1,1,0,1,0,0,1,1,1,0,1070,3
1,0,0,1,1,1,0,0,0,1,1,0,1071,4
1,1,0,0,0,1,0,1,0,1,1,1,1072,6
0,1,0,0,1,0,1,1,0,0,0,0,1073,2
1,1,1,1,1,0,0,1,0,1,1,1,1074,7
0,0,0,0,0,1,0,0,1,0,0,0,1075,0
0,1,1,0,1,0,0,1,1,0,0,0,1076,3
1,0,0,1,0,0,1,1,1,0,0,1,1077,4
1,1,1,0,0,0,0,1,0,1,1,1,1078,7
1,0,0,1,1,1,0,0,1,1,0,0,1079,4
0,0,1,0,1,1,0,1,1,1,1,1,1080,1
0,1,1,0,1,1,1,1,1,0,1,1,1081,3
1,1,0,0,1,1,1,1,1,0,1,0,1082,6
1,0,1,1,1,1,1,0,1,1,1,1,1083,5
1,0,1,0,0,0,1,1,0,1,1,0,1084,5
0,0,1,0,0,0,1,0,0,0,0,0,1085,1
0,0,1,0,1,1,0,1,0,1,0,1,1086,1
0,0,0,1,1,1,0,0,1,1,1,1,1087,0
0,0,1,0,1,1,0,0,1,0,0,1,1088,1
0,0,1,1,0,0,1,1,1,1,1,0,1089,1
0,0,0,0,0,0,1,1,0,1,1,0,1090,0
0,0,0,1,1,1,1,1,1,0,1,1,1091,0
0,1,1,1,0,0,0,1,0,0,0,0,1092,3
0,1,1,0,0,0,0,0,1,1,1,0,1093,3
0,0,1,1,1,0,0,1,1,0,1,1,1094,1
1,0,1,0,0,0,0,0,1,0,1,1,1095,5
0,1,1,1,1,0,1,1,0,1,1,1,1096,3
0,1,0,0,1,1,1,1,0,1,0,1,1097,2
1,1,0,1,0,1,1,0,0,1,0,1,1098,6
1,1,0,0,0,0,1,1,0,0,0,0,1099,6
1,0,1,0,0,0,0,1,0,1,0,0,1100,5
0,1,1,1,1,0,1,1,0,0,0,1,1101,3
0,1,0,0,0,1,0,0,0,0,0,1,1102,2
1,0,0,1,1,1,0,1,0,1,0,1,1103,4
1,0,0,0,1,1,0,0,0,1,1,0,1104,4
1,0,1,0,1,1,1,1,0,0,1,0,1105,5
1,1,0,1,0,0,1,1,1,1,1,1,1106,6
1,1,0,0,1,1,0,0,0,0,0,0,1107,6
0,0,1,1,1,1,1,1,0,1,0,1,1108,1
0,1,0,1,0,1,0,1,0,0,0,1,1109,2
1,0,0,0,0,0,0,0,1,0,1,0,1110,4
1,0,0,1,0,0,1,0,1,1,0,0,1111,4
1,0,1,0,0,0,0,1,0,1,1,0,1112,5
1,1,0,0,1,0,1,0,1,0,1,0,1113,6
1,1,0,0,0,1,0,0,0,1,1,1,1114,6
0,0,1,1,0,0,0,1,0,0,1,0,1115,1
1,1,0,1,0,1,1,1,1,1,1,1,1116,6
0,0,1,0,0,0,1,1,0,0,0,0,1117,1
0,0,1,1,0,0,1,1,0,0,0,0,1118,1
0,0,1,0,1,1,0,0,0,1,1,1,1119,1
1,1,0,1,0,1,1,0,0,0,0,0,1120,6
0,0,0,0,1,1,1,1,1,1,0,0,1121,0
0,0,1,1,0,1,0,1,0,1,1,0,1122,1
1,0,0,1,0,1,0,1,0,0,0,1,1123,4
0,0,0,0,0,0,0,0,0,0,0,0,1124,0
0,0,0,0,0,0,1,0,0,1,1,0,1125,0
1,0,0,1,0,0,0,0,1,0,0,0,1126,4
0,1,1,0,0,0,0,1,1,0,0,0,1127,3
1,0,1,0,1,1,1,0,0,1,1,0,1128,5
0,1,1,0,1,1,1,0,0,0,0,1,1129,3
0,1,1,0,0,1,1,0,1,0,0,1,1130,3
1,0,0,0,1,0,0,0,0,0,0,0,1131,4
1,1,1,0,0,1,0,1,1,1,1,1,1132,7
1,0,0,0,0,1,1,1,0,1,1,1,1133,4
0,1,0,1,0,0,0,0,1,0,0,0,1134,2
0,1,1,0,0,0,1,1,0,0,1,1,1135,3
0,0,0,1,1,0,1,1,1,0,0,1,1136,0
0,1,1,1,0,0,0,0,0,1,0,0,1137,3
0,0,1,1,1,0,0,1,0,0,0,1,1138,1
1,1,1,1,0,1,1,0,0,0,1,1,1139,7
0,0,0,0,0,1,1,0,0,1,1,0,1140,0
1,1,1,0,1,1,1,0,0,1,1,1,1141,7
0,1,1,0,1,1,0,1,1,1,1,0,1142,3
1,0,0,0,0,0,1,0,0,1,1,0,1143,4
0,1,0,1,0,1,1,0,0,0,1,1,1144,2
1,0,0,1,1,1,1,0,1,1,0,0,1145,4
1,1,1,1,0,0,1,1,0,0,0,0,1146,7
0,1,1,0,1,1,1,1,0,1,0,1,1147,3
0,0,0,1,0,1,0,1,0,0,0,1,1148,0
0,1,1,1,0,1,1,1,0,1,1,1,1149,3
1,0,0,1,0,0,0,0,0,0,1,0,1150,4
1,0,1,0,0,1,1,1,0,1,0,0,1151,5
0,0,0,1,1,1,1,0,0,0,1,1,1152,0
0,1,1,1,0,0,1,1,1,1,0,1,1153,3
1,0,1,1,0,1,1,1,0,1,1,0,1154,5
0,0,1,0,1,1,0,1,0,1,1,1,1155,1
1,1,1,1,1,0,1,0,0,1,0,0,1156,7
0,1,0,0,1,1,0,1,1,0,1,1,1157,2
0,0,0,0,1,1,1,1,1,0,0,0,1158,0
1,1,0,0,0,1,0,1,0,1,0,1,1159,6
0,1,0,0,0,1,1,1,0,1,1,1,1160,2
0,1,0,1,0,1,0,1,1,1,0,1,1161,2
1,0,0,1,1,1,0,0,0,0,1,0,1162,4
0,1,0,0,0,0,1,0,1,0,1,0,1163,2
1,0,1,0,1,1,0,0,0,1,1,0,1164,5
1,1,0,0,1,0,1,1,0,1,1,1,1165,6
1,1,1,1,0,0,1,1,0,1,1,1,1166,7
1,1,1,1,1,1,0,1,1,0,1,1,1167,7
0,0,1,0,1,1,1,0,0,0,1,1,1168,1
1,1,1,1,0,0,1,1,1,1,0,0,1169,7
0,1,1,1,1,1,0,1,1,0,1,0,1170,3
1,0,1,1,1,1,0,0,1,0,1,1,1171,5
1,1,0,1,0,0,0,0,0,0,1,0,1172,6
1,1,0,0,0,0,1,1,0,0,1,0,1173,6
0,1,0,0,0,1,0,0,1,1,0,1,1174,2
1,1,1,0,1,1,0,1,1,0,1,1,1175,7
0,0,0,0,0,0,0,0,1,0,1,0,1176,0
1,1,0,1,0,0,1,1,1,0,1,0,1177,6
1,1,1,1,0,1,0,1,0,0,0,0,1178,7
1,0,1,0,0,0,1,1,0,0,0,0,1179,5
0,1,0,1,1,0,0,1,0,1,0,0,1180,2
1,0,1,1,0,1,0,0,1,1,0,1,1181,5
0,0,0,1,0,0,0,1,1,1,0,1,1182,0
0,0,0,0,1,0,1,0,1,0,1,0,1183,0
0,1,0,1,0,1,0,1,1,0,1,1,1184,2
1,1,1,1,0,0,1,1,0,0,1,1,1185,7
1,1,1,1,0,1,1,1,0,0,1,1,1186,7
1,1,1,1,0,0,1,0,0,1,1,1,1187,7
0,1,1,1,1,0,1,1,1,0,0,1,1188,3
0,1,1,1,0,0,1,0,0,0,0,1,1189,3
0,0,1,0,1,1,0,1,0,0,1,1,1190,1
1,0,0,1,0,0,0,1,1,0,1,1,1191,4
1,0,0,1,0,1,1,0,0,1,1,0,1192,4
1,1,1,0,0,0,0,0,0,1,1,1,1193,7
1,1,0,1,0,0,1,0,1,1,0,1,1194,6
1,0,0,0,0,0,1,1,0,1,1,1,1195,4
0,0,1,1,1,1,1,1,1,1,0,1,1196,1
1,1,0,1,1,0,0,1,1,0,0,0,1197,6
0,1,0,0,1,0,0,0,0,0,0,0,1198,2
1,1,0,1,1,0,0,1,0,0,0,0,1199,6
0,0,0,1,0,1,0,0,0,0,0,1,1200,0
1,0,1,1,1,0,0,1,0,1,0,0,1201,5
0,0,1,1,0,1,1,1,0,0,0,0,1202,1
0,0,1,1,1,1,1,0,0,0,0,1,1203,1
0,1,0,0,0,0,0,0,1,0,1,0,1204,2
1,1,0,0,0,0,1,0,1,1,0,1,1205,6
1,1,0,0,1,0,1,0,0,0,0,0,1206,6
0,0,1,1,1,1,1,0,1,1,0,1,1207,1
0,0,1,0,0,1,1,1,1,0,1,0,1208,1
0,1,1,1,0,0,0,1,1,1,0,0,1209,3
0,0,0,0,0,1,0,0,0,1,0,0,1210,0
1,0,0,0,1,0,0,0,1,1,0,0,1211,4
0,0,0,1,0,1,1,0,1,0,0,1,1212,0
1,0,1,0,1,1,1,0,0,0,1,0,1213,5
1,1,1,0,0,1,0,1,0,1,1,1,1214,7
0,1,0,0,1,1,1,0,1,1,0,1,1215,2
1,1,0,1,0,1,1,1,0,0,1,0,1216,6
0,0,0,0,1,1,1,0,0,0,1,0,1217,0
0,0,0,1,0,0,1,0,0,0,1,1,1218,0
0,1,0,1,1,0,1,0,1,1,1,0,1219,2
0,0,0,1,0,0,1,1,0,1,1,1,1220,0
1,1,0,0,1,0,1,0,1,1,1,1,1221,6
0,1,1,0,1,0,1,0,1,1,1,1,1222,3
0,0,1,0,1,1,1,0,0,0,0,1,1223,1
1,1,0,1,1,0,1,0,0,0,0,0,1224,6
1,1,1,0,0,0,1,0,0,1,0,0,1225,7
0,1,0,1,0,1,0,0,0,1,1,1,1226,2
1,1,1,0,0,1,1,1,0,1,1,1,1227,7
1,1,1,0,1,0,1,1,0,0,1,1,1228,7
1,0,0,0,0,1,0,1,1,1,1,1,1229,4
0,0,1,1,0,0,0,1,0,0,0,0,1230,1
1,1,0,1,1,1,0,0,1,1,1,1,1231,6
1,0,0,0,1,1,1,0,1,0,1,0,1232,4
1,1,1,1,1,1,1,0,1,1,1,1,1233,7
1,0,1,0,1,1,0,0,1,0,1,1,1234,5
0,1,0,0,1,1,0,1,0,0,1,1,1235,2
1,1,0,0,0,0,0,0,1,0,0,0,1236,6
0,1,0,0,0,0,1,1,0,1,1,0,1237,2
1,0,1,1,1,1,0,1,0,0,1,0,1238,5
0,1,1,0,0,0,1,1,0,0,0,1,1239,3
1,0,1,1,1,0,0,0,0,0,1,0,1240,5
1,1,1,1,1,0,1,1,1,0,1,1,1241,7
1,0,0,1,0,0,0,1,0,1,0,1,1242,4
0,0,0,0,0,1,1,1,0,1,1,0,1243,0
0,1,0,1,0,0,0,1,0,1,1,0,1244,2
0,1,0,0,1,0,1,0,1,0,0,0,1245,2
0,1,0,0,1,1,1,0,1,0,1,1,1246,2
0,0,0,1,0,1,1,0,1,1,1,1,1247,0
1,0,0,0,1,1,0,0,0,0,1,0,1248,4
0,1,1,1,1,1,1,0,0,1,0,1,1249,3
1,1,1,1,0,1,1,0,0,1,0,0,1250,7
0,1,0,0,0,0,1,0,1,1,0,0,1251,2
1,0,0,1,1,0,0,0,1,0,1,0,1252,4
0,0,1,0,1,1,1,0,1,0,0,1,1253,1
0,1,1,1,1,1,1,0,0,0,0,1,1254,3
0,0,1,0,1,1,0,1,0,0,0,1,1255,1
0,0,0,1,0,1,1,1,0,1,1,1,1256,0
0,0,1,1,1,0,0,0,1,1,1,1,1257,1
0,0,1,0,0,0,0,1,1,1,1,0,1258,1
0,0,1,1,0,0,1,0,1,1,1,0,1259,1
1,0,1,1,0,1,0,0,0,0,1,0,1260,5
1,1,0,1,0,1,0,1,0,1,0,1,1261,6
0,1,1,0,1,1,1,1,0,1,1,1,1262,3
0,0,0,1,1,0,0,0,1,0,0,1,1263,0
0,1,1,0,0,1,0,1,0,0,0,0,1264,3
0,0,1,1,1,1,0,1,1,0,1,1,1265,1
0,0,0,1,1,0,0,0,0,1,0,1,1266,0
0,0,1,0,0,1,0,1,1,0,0,0,1267,1
1,1,1,0,0,1,1,1,1,0,0,0,1268,7
0,0,1,0,0,0,1,0,0,1,1,0,1269,1
1,0,0,0,0,1,0,1,1,1,0,1,1270,4
1,1,1,0,0,0,0,1,1,0,0,0,1271,7
1,1,0,0,1,1,1,1,0,0,0,0,1272,6
0,0,0,1,1,1,0,0,0,1,0,1,1273,0
1,0,0,0,1,0,1,1,0,0,0,1,1274,4
1,0,0,1,0,0,1,0,0,0,1,0,1275,4
0,1,0,0,1,1,0,1,1,0,0,1,1276,2
0,1,0,0,1,0,0,1,1,0,1,0,1277,2
0,1,1,0,0,0,1,0,1,1,1,1,1278,3
0,0,0,0,0,0,1,1,1,1,1,0,1279,0
1,0,0,1,1,0,1,1,0,1,0,1,1280,4
0,0,0,1,1,0,1,1,1,1,1,1,1281,0
0,0,0,1,1,0,1,0,1,0,0,1,1282,0
1,0,0,1,0,1,1,1,1,1,1,1,1283,4
0,1,0,0,0,0,1,0,0,0,0,0,1284,2
0,1,0,1,1,1,1,0,0,0,0,1,1285,2
0,1,1,1,1,1,1,1,0,0,1,1,1286,3
1,0,0,1,0,1,1,0,1,1,1,0,1287,4
0,1,0,0,0,0,0,1,1,0,1,0,1288,2
0,1,0,1,1,0,1,1,0,1,0,0,1289,2
0,1,0,1,0,0,1,1,1,1,1,0,1290,2
0,0,1,1,1,1,0,0,0,1,1,1,1291,1
0,0,1,0,1,0,1,0,0,1,1,1,1292,1
1,0,0,1,0,1,0,1,0,1,1,1,1293,4
0,1,0,1,1,1,1,0,0,1,1,1,1294,2
1,1,0,0,0,0,1,0,0,0,1,0,1295,6
0,0,0,0,1,1,1,0,1,0,0,0,1296,0
0,1,0,0,1,1,1,1,1,0,0,1,1297,2
0,1,0,1,0,0,0,1,0,0,0,0,1298,2
0,0,0,1,1,1,1,0,1,0,1,1,1299,0
1,0,0,0,1,0,0,0,0,0,1,0,1300,4
0,1,0,1,1,1,1,0,0,0,1,1,1301,2
1,0,0,1,1,0,1,0,0,0,1,0,1302,4
0,0,0,1,1,1,0,0,0,0,0,1,1303,0
0,0,0,0,0,1,1,0,1,0,0,0,1304,0
1,0,1,1,1,1,0,1,0,1,0,0,1305,5
1,0,0,1,1,1,1,1,0,0,1,1,1306,4
0,1,1,0,0,0,1,1,0,1,1,1,1307,3
1,1,0,0,1,1,1,0,0,0,0,0,1308,6
0,0,0,1,1,1,0,0,1,0,1,1,1309,0
0,0,1,1,0,1,0,0,1,1,0,0,1310,1
0,1,1,0,1,0,0,1,0,1,0,0,1311,3
0,1,0,0,0,1,0,1,0,1,1,1,1312,2
0,0,1,0,1,1,0,1,1,0,0,1,1313,1
1,0,0,0,0,1,0,1,1,0,1,1,1314,4
1,0,0,0,0,1,1,1,0,0,0,1,1315,4
0,0,1,0,0,0,0,1,0,1,1,0,1316,1
0,0,0,1,1,1,0,1,1,0,1,1,1317,0
0,0,1,1,1,1,0,1,1,1,1,1,1318,1
0,0,0,0,0,0,0,0,0,1,0,0,1319,0
0,1,0,1,0,1,1,1,1,1,0,1,1320,2
1,0,1,1,0,1,1,0,0,0,1,0,1321,5
1,1,1,1,1,0,1,1,0,0,1,1,1322,7
1,0,0,1,1,0,0,1,0,1,1,1,1323,4
0,0,1,0,0,1,0,1,0,0,0,0,1324,1
0,0,1,1,1,0,1,0,0,1,1,1,1325,1
1,1,1,1,1,1,0,0,0,0,1,1,1326,7
1,0,0,1,1,0,1,0,0,1,1,0,1327,4
1,1,0,0,1,0,1,0,0,1,1,1,1328,6
0,0,0,0,1,1,1,1,0,0,0,0,1329,0
0,1,1,0,0,0,0,1,1,1,0,0,1330,3
1,0,0,1,1,1,0,0,1,0,1,0,1331,4
0,0,0,0,1,0,0,0,0,1,1,0,1332,0
1,0,0,0,1,0,0,1,0,0,0,1,1333,4
0,1,1,0,0,1,1,0,0,0,0,1,1334,3
0,0,0,0,1,1,1,1,0,1,1,0,1335,0
0,1,0,0,1,0,0,0,0,1,0,0,1336,2
1,0,1,1,0,1,1,0,1,0,0,1,1337,5
0,0,1,0,0,1,1,1,0,1,0,0,1338,1
1,1,0,0,1,1,0,0,1,0,0,0,1339,6
1,1,1,0,1,1,1,0,0,0,0,0,1340,7
0,1,1,0,1,0,0,0,0,0,1,0,1341,3
1,1,1,0,1,1,1,1,1,0,0,0,1342,7
0,1,0,1,0,1,1,0,1,0,1,1,1343,2
0,0,1,0,0,1,1,0,1,1,1,0,1344,1
0,1,0,1,1,1,0,0,0,1,0,1,1345,2
0,1,1,0,0,1,0,1,0,1,1,0,1346,3
1,0,0,1,1,1,1,0,1,1,1,0,1347,4
0,0,1,1,1,0,0,0,1,1,0,1,1348,1
0,0,0,0,1,1,0,0,1,1,1,0,1349,0
1,1,0,0,1,1,1,0,0,1,1,1,1350,6
1,1,1,0,0,0,1,1,0,0,0,0,1351,7
1,0,0,0,1,1,1,0,0,1,1,0,1352,4
0,0,0,1,0,1,0,1,0,0,1,1,1353,0
1,0,1,0,1,1,1,0,0,1,0,0,1354,5
1,0,1,1,1,0,1,0,0,0,0,0,1355,5
1,0,1,0,0,0,0,0,0,0,0,0,1356,5
1,1,1,1,1,0,1,1,1,1,1,1,1357,7
0,0,1,1,0,0,0,1,1,1,0,0,1358,1
0,1,1,0,0,1,1,1,0,0,1,1,1359,3
1,1,1,0,1,0,0,0,0,0,0,0,1360,7
0,0,1,1,0,0,0,1,1,1,1,0,1361,1
0,0,1,0,1,0,0,0,1,1,0,1,1362,1
0,0,1,0,1,0,1,1,1,1,0,1,1363,1
1,1,0,1,0,0,0,1,1,1,0,1,1364,6
0,0,1,0,1,0,1,0,1,0,1,1,1365,1
1,0,1,1,0,1,1,0,1,0,1,1,1366,5
1,0,1,1,1,0,1,0,1,1,1,1,1367,5
1,1,1,1,0,1,0,1,1,0,1,1,1368,7
0,1,0,1,1,1,0,1,1,1,0,1,1369,2
1,1,0,0,1,1,1,1,1,0,0,0,1370,6
0,0,0,1,0,0,1,1,1,1,1,1,1371,0
1,1,1,0,1,0,0,1,1,0,1,1,1372,7
0,1,0,0,0,0,1,0,0,1,0,0,1373,2
1,0,1,1,0,1,1,1,1,1,0,1,1374,5
0,1,0,0,1,1,1,0,1,1,1,1,1375,2
1,0,1,1,0,0,1,0,1,0,0,1,1376,5
1,1,1,1,0,0,1,0,0,0,0,0,1377,7
1,1,0,0,1,1,0,1,0,1,0,1,1378,6
1,1,1,0,0,0,0,1,0,0,1,1,1379,7
1,0,1,1,1,0,0,0,1,1,1,1,1380,5
1,0,0,0,0,1,0,0,1,0,0,0,1381,4
1,0,1,1,1,0,0,1,0,0,1,0,1382,5
0,0,1,0,0,1,0,1,0,1,0,0,1383,1
1,1,0,1,0,0,1,0,1,0,1,0,1384,6
1,0,0,0,1,0,1,0,1,0,1,0,1385,4
0,1,1,1,1,0,0,0,0,0,0,0,1386,3
1,1,1,1,0,1,0,0,0,1,1,1,1387,7
0,1,1,0,0,0,0,0,0,0,0,0,1388,3
0,0,1,1,1,1,1,0,0,1,0,1,1389,1
0,1,0,1,1,1,1,0,1,1,1,1,1390,2
0,1,0,0,0,1,1,1,1,0,0,1,1391,2
1,0,1,1,1,1,1,0,1,1,0,1,1392,5
1,1,1,0,1,0,1,0,0,0,1,1,1393,7
0,1,1,1,1,0,0,0,1,1,0,0,1394,3
0,1,0,1,1,0,1,1,0,0,0,0,1395,2
1,1,1,1,0,0,0,0,1,1,0,0,1396,7
0,1,1,0,0,1,1,0,0,1,0,1,1397,3
1,1,1,0,0,1,0,1,0,0,1,1,1398,7
1,0,1,0,0,1,1,1,0,0,0,0,1399,5
0,1,0,1,0,0,1,1,0,0,1,0,1400,2
1,1,1,0,1,0,1,1,1,0,0,0,1401,7
1,1,1,1,1,0,0,0,0,1,1,1,1402,7
1,1,1,1,0,1,0,1,1,1,0,0,1403,7
1,1,0,0,0,0,0,0,1,1,0,1,1404,6
1,1,1,0,1,1,0,1,1,1,0,0,1405,7
1,0,1,0,1,1,0,1,1,1,0,1,1406,5
1,0,1,1,0,0,0,1,1,0,1,1,1407,5
1,0,0,1,1,1,1,1,0,1,1,1,1408,4
1,1,1,1,1,1,0,0,1,1,1,1,1409,7
0,0,1,1,1,1,1,1,0,0,1,1,1410,1
0,0,1,0,1,1,1,0,0,1,1,1,1411,1
0,1,1,1,0,0,0,0,0,0,0,0,1412,3
1,0,0,0,0,0,0,1,0,1,1,1,1413,4
0,0,1,1,0,1,1,1,1,1,0,0,1414,1
1,0,0,0,1,1,1,0,1,1,0,0,1415,4
0,1,1,1,1,0,1,0,1,0,1,1,1416,3
0,1,1,1,0,1,1,1,0,1,0,1,1417,3
0,1,1,0,0,1,0,1,1,1,0,0,1418,3
1,1,0,1,1,0,0,1,1,1,1,1,1419,6
1,0,0,0,0,0,0,1,1,0,0,1,1420,4
1,0,1,1,1,1,1,0,0,1,1,0,1421,5
0,0,1,0,0,0,1,0,0,1,0,0,1422,1
1,1,0,0,1,1,0,0,1,0,1,0,1423,6
1,0,1,0,0,0,0,0,1,1,1,1,1424,5
1,1,0,1,1,0,0,1,0,1,0,1,1425,6
1,1,1,1,1,0,1,0,1,0,0,0,1426,7
1,0,0,0,1,1,0,0,1,1,0,0,1427,4
1,0,1,0,1,0,0,0,0,0,0,0,1428,5
0,0,1,0,1,0,1,1,0,1,1,1,1429,1
1,1,1,1,0,1,0,1,0,1,0,0,1430,7
1,0,0,0,0,1,0,0,1,0,1,0,1431,4
1,1,0,1,1,1,1,0,1,1,1,1,1432,6
0,1,0,0,1,0,1,1,1,0,0,0,1433,2
1,1,0,0,1,0,0,1,1,0,1,0,1434,6
1,1,0,0,0,1,1,0,0,1,1,1,1435,6
1,0,0,1,0,0,0,1,0,1,1,1,1436,4
1,0,0,1,1,1,0,0,1,0,0,0,1437,4
1,0,1,0,0,1,1,0,0,0,1,0,1438,5
1,0,0,0,0,1,1,1,0,1,0,1,1439,4
0,1,0,1,0,0,1,1,0,1,1,0,1440,2
1,0,1,1,0,1,1,1,1,0,0,1,1441,5
1,0,0,0,0,0,0,1,0,1,0,1,1442,4
0,1,1,1,1,1,0,1,0,0,1,0,1443,3
1,1,1,0,1,0,0,0,0,1,1,1,1444,7
1,1,0,1,1,1,0,0,0,1,1,1,1445,6
1,0,0,1,1,1,0,1,0,0,1,1,1446,4
0,1,1,1,0,1,1,1,1,0,1,1,1447,3
1,0,0,1,1,0,1,0,1,1,1,0,1448,4
1,1,1,1,0,0,1,0,0,0,1,1,1449,7
0,1,1,1,0,1,0,1,1,1,0,0,1450,3
0,0,1,1,1,0,1,1,0,1,1,1,1451,1
0,1,1,1,1,1,1,1,1,1,1,1,1452,3
1,0,0,1,1,1,0,1,1,0,0,1,1453,4
0,1,1,0,0,1,1,0,0,1,1,1,1454,3
0,0,1,0,0,0,1,0,0,0,1,0,1455,1
1,0,0,1,1,1,1,0,0,1,1,0,1456,4
0,1,0,1,0,0,1,0,1,1,0,0,1457,2
0,1,0,1,0,0,0,0,1,1,1,0,1458,2
1,1,0,1,1,0,1,1,1,0,1,0,1459,6
1,1,0,0,0,1,0,1,1,1,1,1,1460,6
0,1,0,0,1,1,1,1,0,0,1,1,1461,2
1,1,0,1,0,0,0,1,1,0,1,0,1462,6
1,1,1,1,0,0,1,1,1,0,0,0,1463,7
0,1,1,1,1,0,1,1,1,0,1,1,1464,3
0,1,1,0,1,0,0,0,0,1,1,0,1465,3
1,1,1,0,1,1,1,0,0,1,0,0,1466,7
0,1,0,1,1,1,0,0,0,0,1,1,1467,2
0,1,0,0,0,0,0,0,0,1,0,0,1468,2
1,0,0,1,0,1,0,0,0,1,0,0,1469,4
0,1,0,1,0,1,0,0,0,1,0,1,1470,2
0,1,0,1,1,0,1,1,1,1,1,0,1471,2
1,1,1,0,1,0,0,0,1,1,0,0,1472,7
0,0,0,1,1,0,1,0,1,1,0,1,1473,0
0,0,0,1,1,0,1,1,0,0,1,1,1474,0
